index,tweet,humor,prejudice_woman,prejudice_lgbtiq,prejudice_inmigrant_race,gordofobia,mean_prejudice,backtranslated
6624,8 millones de españoles no pueden pagar sus facturas de luz y gas pero son felices porque ahora pueden fluir de género y comer gusanos para salvar el planeta.,0,0,1,0,0,2.8,"8 millones de españoles no pueden pagar sus facturas de luz y gas, pero están contentos porque ahora pueden fluir de género y comer gusanos para salvar el planeta."
5755,MENTION MENTION Pues eso mismo. Aquí te venden que ser homosexual es lo mejor y ser hetero pues lo peor. Y así nos luce el pelo,0,0,1,0,0,2.4,Mencionar la mención entonces. Aquí te venden que ser homosexual es el mejor y ser hetero porque el peor. Y así nos vemos como el cabello
21307,MENTION Siempre con mariconadas vos,0,0,1,0,0,2.2,Siempre mencionado con marica
18030,"MENTION Al respecto, en mi blog escribí cómo fue que la homosexualidad abierta mató la amistad masculina .",0,0,1,0,0,2.8,"Mencionarlo, en mi blog escribí cómo la homosexualidad abierta mató a la amistad masculina."
32227,"MENTION MENTION MENTION Asere el que es bisexual x moda es anormal, a mí todavía no me cabe en la cabeza, después se hacen las tixa y no saben que pinga hacer cuando están con otra mujer a solas😂😂😂, menos mal que yo soy lesbiana desde que nací 🤣🤣🤣",0,0,1,0,0,3.0,"Mencionado Mencionar mencione a quien es bisexual x moda es anormal, todavía no encajo en mi cabeza, luego se hacen los tixa y no saben qué hacen Pinga cuando están solo con otra mujer, afortunadamente soy malo que yo Soy lesbiana desde que nací 🤣🤣🤣"
7888,Bisexuales llamándose lesbianas y bolleras 🤢🤢🤢🤢🤢🤮🤮🤮🤮,0,0,1,0,0,3.2,Bisexuales llamando a lesbianas y bolleras 🤢🤢🤢🤢🤢🤮🤮🤮🤮
12609," First Dates 7 s  
Noé no se considera gay,ni hetero, ni lesbiano..

Debería llamarse Nosabe en vez de Noé",0,0,1,0,0,2.6," Primeras fechas 7 s
Noah no se considera gay, o hetero, o lesbiana.

Deberíamos ser llamados Nosabe en lugar de Noé"
11294,"MENTION Yo no soy nada para hablar de transexualidad, pero creo que deberían llamar de forma diferente al que desea que se mueran por ser trans y al que quiera que tenga los mejores derechos pero no quiere tener relaciones sexuales con elles por sus genitales.",0,0,1,0,0,3.2,"Mencione que no soy nada que hablar sobre la transexualidad, pero creo que deberían llamar de manera diferente a la que quiere que mueran por ser trans y con quien tiene los mejores derechos, pero no quiere tener relaciones sexuales con él para sus genitales."
14784,MENTION Deberían hacer un diccionario pa entender todos los géneros 😐😂,0,0,1,0,0,2.8,La mención debe hacer un diccionario para comprender todos los géneros 😐😂
24449,"MENTION Una señorita así,jamás lo ganaría. Pero claro,es un tío trans…nada más que decir.",0,0,1,0,0,3.4,"Menciono a una señora, nunca lo ganaría. Pero, por supuesto, él es un tío trans ... nada más que decir."
12035,"Tiene sentido ya que los niños no tienen la autoconciencia para saber si tiene disforia de genero o no como algunos radicales LGTB+ defienden.
Aunque estos ya adultos si pueden ser diagnosticados con ese trastorno. Y este movimiento no  gusta de esa parte
URL",0,0,1,0,0,3.8,"Tiene sentido que los niños no tengan la autoconciencia para saber si tienen disforia de género o no como algunos radicales LGTB+ defienden.
Aunque estos adultos ya pueden ser diagnosticados con ese trastorno. Y este movimiento no le gusta esa parte
Url"
28980,Jägermeister maricon.,0,0,1,0,0,2.2,Jägermeister Maricon.
132,"MENTION Hubo un tiempo en que los hombres podían dar cumplidos a sus amigos y muestras de afecto físico sin miedo a ser tildados de homosexuales, pero desde que se destapó todo esto del pride, quedaron prohibidas esas cosas. Ese movimiento le ha quitado mucho a los hombres de bien.",0,0,1,0,0,2.6,"La mención fue un momento en que los hombres podían dar a sus amigos y espectáculos de afecto físico cumplidos sin temor a ser homosexuales, pero dado que todo esto del orgullo estaba descubierto, esas cosas estaban prohibidas. Ese movimiento ha quitado a los buenos hombres."
10404,"MENTION Que raro que el mono vaya contra el clan lgbtqwerty, si es casi obligatorio que tengan mas beneficios que nosotros: su propia moneda (maricoin), sus bares, sus festividades, su lenguaje inclusivo y su ideología de género con la que quieren pudrirle la cabeza a los pekes. Muy raro",0,0,1,0,0,3.4,"Mencione que el mono vaya en contra del clan LGBTQWERTY, si es casi obligatorio que tengan más beneficios que nosotros: su propia moneda (Maricoin), sus bares, sus festividades, su lenguaje inclusivo y su ideología de género con la que quieren Coloque la cabeza a los pekes. Muy raro"
30580,"MENTION Vos: ""Sufren discriminación""
Los gays: ""guardia de mierda""",0,0,1,0,0,3.2,"Mencione usted: ""Sufre discriminación""
Los gays: ""Guardia de mierda"""
83,"MENTION MENTION MENTION homofóbico jamas, porque ""fobia"" es miedo y el miedo es de puto, maricón... 
gracias por su atención",0,0,1,0,0,3.6,"Mencione mencionar la mención homofóbica nunca, porque ""fobia"" es el miedo y el miedo es jodidamente, maricón ...
Gracias por tu tiempo"
41039,"Los católicos no están en contra de los homosexuales, están en contra de los depravados. Si uno tiene AMS, pero vive en castidad y sin dar motivo escándalo, como debe vivir todo soltero, nada le dicen, al contrario, uno se encuentra mucho cariño en la Iglesia.",0,0,1,0,0,3.4,"Los católicos no están en contra de los homosexuales, están en contra de depravado. Si uno tiene AMS, pero vive en la castidad y sin dar una razón del escándalo, como todo lo que sola debería vivir, nada le dice, por el contrario, encuentra mucho amor en la iglesia."
4711,"MENTION Pesimo, el niño crecera en un hogar viciado de actividades dañinas, las parejas homosexuales son mucho mas infieles q las hetero y jamas podran brindarle modelos paternos ni maternos al niño",0,0,1,0,0,3.0,"Mención de Pesimo, el niño crecerá en un hogar viciado de actividades dañinas, las parejas homosexuales son mucho más infieles que hetero y nunca pueden proporcionar modelos paternos o maternos al niño"
28111,Hoy es buen día para ser gay,0,0,1,0,0,1.8,Hoy es un buen día para ser gay
10482,MENTION De los testimonios de homosexuales protestantes,0,0,1,0,0,1.6,Mención de testimonios homosexuales protestantes
23967,"KEN EMBARAZADO a la VENTA en ESTADOS UNIDOS. 

En la misma publicidad de estos juguetes, afirman que los hombres también pueden quedar embarazados al igual que las mujeres

Así es como van normalizando la degeneración.
 En  Qatar   ya le dijeron que no vaya, que no es bienvenido 🤷🏻‍♀️ URL",0,0,1,0,0,2.6,"Ken embarazada a la venta en los Estados Unidos.

En la misma publicidad de estos juguetes, afirman que los hombres también pueden quedar embarazadas y mujeres

Así es como se está normalizando la degeneración.
 En Qatar ya le dijeron que no fuera, que no es bienvenido 🤷🏻‍♀️ URL"
18820,sabéis como dejar a un maricon esperando?,0,0,1,0,0,2.0,¿Sabes cómo dejar un marica esperando?
15431,Ya se puede insultar maricones? Ay! encima llevo un día de atraso por lo que veo,0,0,1,0,0,3.2,¿Puedes insultar a los maricones? ¡Oh! Arriba tengo un día atrasado para lo que veo
42213,"No se aburren de copiar los mismos guiones en todos los programas para niños? Uffff 🙄

Peppa pig, famosa serie para niños que se transmite en 180 países del mundo, presentó esta semana una pareja de lesbianas en un episodio titulado “FAMILIAS ” 🤡🤡",0,0,1,0,0,2.6,"¿No se aburre de copiar los mismos scripts en todos los programas para niños? Uffff 🙄

Peppa Pig, serie famosa para niños que se transmite en 180 países del mundo, un par de lesbianas presentadas esta semana en un episodio titulado ""Families"" 🤡🤡"
26648,"MENTION MENTION Hay niveles. Mucho se dice de acá, pero no he visto en ninguna otra parte del país tan poco pudor y vergüenza como en la CDMX, y no solo los homosexuales, la población en general. Es una atrocidad.",0,0,1,0,0,2.4,"Mencione que hay niveles. Aquí se dice mucho, pero no he visto a ninguna otra parte del país tan modesta y vergüenza como en el CDMX, y no solo los homosexuales, la población en general. Es una atrocidad."
10931,"MENTION MENTION MENTION MENTION MENTION MENTION El problema es que el día cuando un chico se pone falda o una niña coge el balón, la teoría queer los declara automáticamente del sexo opuesto. Y empieza con los tratamientos irreversibles.",0,0,1,0,0,3.6,"Mencione mencionar la mina del problema es que el día en que un niño pone una falda o una niña toma la pelota, la teoría queer declara automáticamente el sexo opuesto. Y comienza con tratamientos irreversibles."
37216,En el corpse party cuando se meten en la enfermería y empiezan a hacer lesbianadas URL,0,0,1,0,0,2.8,En la fiesta del cadáver cuando entran en la enfermería y comienzan a hacer url de lesbianadas
13948,La cara de travesti ..se nos va...la cero aporte...ojalá no vuelva nunca más..fresca a raja URL,0,0,1,0,0,3.0,La cara de Transvesti ... la contribución cero es ... desearía que nunca vuelva a
26511,"el Pol: maricon, surt d'aquí!! ho deia a la sal",0,0,1,0,0,2.4,"The Pol: Maricon, Surt d'en !! Ho deia a la sal"
1825,MENTION Vaya nick de mierda parece de gay,0,0,1,0,0,2.6,Mención va mierda nick parece gay
28453,Esg sois unos gays que solo teneis a un jugador bilueno hijao de put,0,0,1,0,0,2.4,"Esg, son gays que solo tienes una hija biluena de PUT"
42393,Estamos hablando de travestis verdad MENTION ?,0,0,1,0,0,2.8,"¿Estamos hablando de travestis, mención correcta?"
34008,"MENTION Cállate, que Pedro Sánchez nos va a dar una paguita a los gays y sacará ese dinero de los impuestos que os cobren a los heteros.",0,0,1,0,0,2.8,"Mencione callarse, que Pedro Sánchez nos dará un Panguita a los gays y eliminará ese dinero de los impuestos que le cobran a los Heteros."
33121,"MENTION MENTION MENTION Porque la mayoría de la comunidad lgtbi+URL es socialista, y al ser el Che una figura revolucionaria de la misma ideologia entonces lo idolatran. Osea gays idolatrando a un asesino de gays, seria como judios idolatrando a Hitler o brujas al papa en el medioevo",0,0,1,0,0,3.2,"Mencione mencionar porque la mayoría de la comunidad LGTBI+URL es socialista, y cuando Che es una figura revolucionaria de la misma ideología, lo idolatran. Me refiero a que gay idolatra a un asesino gay, sería como los judíos idolatrados a Hitler o brujas al Papa en la Edad Media."
18280,MENTION MENTION Sexo gay de furros vi0land0 humanos,0,0,1,0,0,3.8,Mencionar mencionar el sexo gay de Furros VI0land0 Human
24193,pinche puto joto marica se lleva pero no se aguanta,0,0,1,0,0,3.0,jodido Joto Marica toma pero no perdura
33043,"Madre mía, como protege a las mujeres la ley de ""me cambio de género en 5 minutos"" 🙄: URL",0,0,1,0,0,2.8,"Mi madre, cómo las mujeres protegen la ley de ""Cambio de género en 5 minutos"" 🙄: URL"
33334,"Alguien que me explique por qué ser gay es motivo de orgullo. Orgullo es terminar una carrera, tener un título, logros personales y profesionales.

 ¿Pero penetrar a un tipo es motivo de orgullo? Eso da asco pero no orgullo.",0,0,1,0,0,3.8,"Alguien que explica por qué ser gay es una fuente de orgullo. El orgullo es terminar una carrera, tener un título, logros personales y profesionales.

 ¿Pero penetrar a un chico es una fuente de orgullo? Eso asco pero no orgullo."
34035,"MENTION Una foto sólo de la pancarta para que no se vea el tremendo ridículo de la inasistencia a la manifestación.
Pero tranquilos, que si vosotros no lo mostráis ya lo hago yo.
Mentiras y manipulaciones las justas. URL",0,0,1,0,0,2.6,"Menciono una foto solo del banner para que no se ve el tremendo ridículo de ausencia a la manifestación.
Pero tranquilo, que si no lo muestras, ya lo hago.
Mentiras y manipulaciones la feria. Url"
91952,Yo creo que las lesbianas son mentira URL,0,0,1,0,0,2.4,Creo que las lesbianas son una mentira de URL
16246,"Algunos dicen que no es así, porque se les dice esto con mayor insistencia a los homosexuales, pero esto tiene una razón y es que los LGB6, a diferencia de la población normal, son casi siempre los únicos que pretenden zurcir los mandamientos y cambiar la ley de Dios.",0,0,1,0,0,3.8,"Algunos dicen que no es así, porque se les dice de manera más insistente a los homosexuales, pero esto tiene una razón y es que el LGB6, a diferencia de la población normal, son casi siempre los únicos que tienen la intención de dejar los mandamientos y cambiar el Dios. ley."
40270,La cura del SIDA es imposible si no curan la homosexualidad primero.,0,0,1,0,0,5.0,La cura del SIDA es imposible si no curan primero la homosexualidad.
42446,"¿Las vidas trans importan? ¿O solo algunas vidas?
¿Importa lo que le pase a los hombres trans o solo lo que le pase a algunos? URL",0,0,1,0,0,3.0,"¿Importan las vidas trans? ¿O solo algunas vidas?
¿Importa lo que les sucede a los hombres trans o qué pasa con algunos? Url"
29545,MENTION La transfobia es una construcción social.,0,0,1,0,0,2.8,Mencione que Transobia es una construcción social.
35381,O me comes la #$+@ o eres transfóbico. 🤠 URL,0,0,1,0,0,2.8,O me comes #$+@ o eres transbóbico. 🤠 URL
16419,"MENTION MENTION MENTION Lo de Rafael Cavada contra Pancho Orrego es una canallada, una inmoralidad, una mariconada hecha con la clara intención de causar daño deliberadamente.",0,0,1,0,0,2.4,"Mencione mencionar que de Rafael Cavada contra Pancho Orrego es una canalizada, una inmoralidad, un maricón hecho con la clara intención de causar daños deliberadamente."
25422,Ayyyy las bisexuales diciendo que son femmes y butches??? Mira no sé si es más ridiculo eso o que digan que sufren comphet,0,0,1,0,0,2.8,"¿Ayyyy los bisexuales que dicen que son femmes y butches? Mira, no sé si es más ridículo o que dicen que sufren Comphere"
39887,Homofobia es que prácticamente solo los maricones tienen lo del mono URL,0,0,1,0,0,4.2,La homofobia es que prácticamente solo los maricones tienen la mono url
13190,"«No me importaría que la homosexualidad fuera una enfermedad si los lunes pudiera decirle a mi jefe que no curro porque ""estoy muy maricón""».

MENTION. 2022. Twitter. 2ª ed.

URL URL",0,0,1,0,0,3.4,"""No me importaría que la homosexualidad fuera una enfermedad si los lunes pudiera decirle a mi jefe que no trabajara porque"" soy muy maricón. ""

Mención 2022. Twitter. 2ª ed.

URL URL"
40051,"Ahora que Twitter está liberado, voy a detallar algunas verdades:

•Las mujeres tienen vagina.

•Los hombres tienen pene.

Gracias por su atención. 
RT si está de acuerdo.",0,0,1,0,0,4.2,"Ahora que se lanza Twitter, detallaré algunas verdades:

• Las mujeres tienen vagina.

• Los hombres tienen pene.

Gracias por tu tiempo.
RT si estás de acuerdo."
42689,"Espero me respeten: soy gay 
 Feliz Domingo  ",0,0,1,0,0,2.4,"Espero que me respeten: soy gay
 Feliz domingo"
27393,"¿¡En serio no se habían dado cuenta!? No hay homosexuales, bisexuales y transexuales y etc. etc. etc. Al menos no hay homosexualidad neta. URL",0,0,1,0,0,2.6,"¿Realmente no se dieron cuenta? No hay homosexuales, bisexuales y transexuales, etc., etc., etc., etc. al menos no hay homosexualidad neta. Url"
36199,MENTION MENTION Como que quejándote? Muy mal!! Solo encarga tu vida a ese dios que te quito lo homosexual... seguro no oraste lo suficiente o algo estás haciendo o mientiendo que te está saliendo mal...,0,0,1,0,0,3.0,Mencionar mencionado como quejarse? ¡¡Muy mal!! Solo lleva tu vida a ese Dios que le quita el homosexual ... seguramente no rezó lo suficiente o algo que está haciendo o mientras va mal ...
24620,MENTION MENTION Claro papa! Guardo porque se que a los putitos como vos les gusta para picarse la cola. Vos que sos de masculinidad abierta como tu culo.,0,0,1,0,0,3.4,¡Mención de Clear Papá! Me quedo porque sé que a los putitos como tú le gusta cortar su cola. Eres una masculinidad abierta como tu trasero.
17530,"Locura sin límites 
🤦‍♀️🤦‍♀️🤦‍♀️🤦‍♀️🤦‍♀️
Un recluso trans en Escocia ahora se identifica como un bebé: exige pañales, papillas y ser llevado de la mano por los funcionarios de prisiones URL a través de MENTION",0,0,1,0,0,3.8,"Locura sin límites
🤦‍♀️🤦‍♀️🤦‍♀️🤦‍♀️🤦‍♀️
Un recluso trans en Escocia ahora se identifica como un bebé: exige pañales, gachas y es llevado por los funcionarios de la prisión de URL a través de la mención"
33184,"Dicen que ser gay es una moda, mierda que hay gente que muere por marcar tendencia!!",0,0,1,0,0,2.8,"¡Dicen que ser gay es una moda, mierda que hay personas que mueren por marcar una tendencia!"
58,"Su posición política es precisamente su identidad, ha basado toda su carrera en su condición trans. URL",0,0,1,0,0,2.2,"Su posición política es precisamente su identidad, ha basado toda su carrera en su condición trans. Url"
26986,"MENTION Que inventen una categoría para ""trans"" en los deportes y así cada quién en su lugar.",0,0,1,0,0,2.8,"Mencione que inventar una categoría para ""trans"" en los deportes y, por lo tanto, todos en su lugar."
16295,"El lenguaje inclusivo es ridículo y no tiene nada que ver con este día. 

La transexualidad se entiende, se respeta y se apoya, que los padres llamen HIJES a sus hijos no. URL",0,0,1,0,0,3.2,"El lenguaje inclusivo es ridículo y no tiene nada que ver con este día.

La transexualidad se entiende, respeta y apoya que los padres llaman a sus hijos. Url"
8256,"¿Os dais cuenta de que piden ilegalizar todo lo que no opine cómo ellos?

Sexo = biología, hombre y mujer, pene y vagina.
Género = constructo social (en ocasiones va ligado con el sexo)

¿Por qué negais la biología? URL",0,0,1,0,0,3.0,"¿Te das cuenta de que piden ilegalizar todo lo que no piensan sobre cómo ellos?

Sexo = biología, hombre y mujer, pene y vagina.
Género = construcción social (a veces está vinculado al sexo)

¿Por qué necesitas biología? Url"
10533,MENTION MENTION Meterle en el culo un tubo caliente y cuando empieze a llorar decirle: PeRo Lo DiSfRuTaStE XD,0,0,1,0,0,3.6,Mencione mencionar poner un tubo caliente en el culo y cuando empiezo a llorar para decir: pero lo disfrutaste XD
15083,"Muchos se quejan de que la Iglesia no escucha a los homosexuales. Falso, sí nos escucha. Yo estoy encantado con el trato que me ha dado la Iglesia Católica. La Iglesia no tiene que cambiar sus actitudes a los homosexuales, son ellos que deben cambiar sus actitudes a la Iglesia.",0,0,1,0,0,3.2,"Muchos se quejan de que la iglesia no escucha homosexuales. Falso, nos escucha. Estoy encantado con el tratamiento que me ha dado la Iglesia Católica. La Iglesia no tiene que cambiar sus actitudes hacia los homosexuales, son ellos quienes deben cambiar sus actitudes hacia la Iglesia."
6650,He entrado a instagram y todos los maricones en tanga URL,0,0,1,0,0,3.6,He entrado en Instagram y todos los maricones en URL de Tanga
29046,"Chavos, no porque tengan AMS (atracción al mismo sexo) deben comportarse afeminados. Ustedes no son mujeres y nunca lo serán. No hay nada mejor que ser hombre y que te guste ser hombre. Pruébenlo, dejarán de ser la burla o el tema de moda de la colonia.",0,0,1,0,0,4.0,"Chavos, no porque tengan AM (atracción del mismo sexo) deben comportarse afeminados. No son mujeres y nunca lo serán. No hay nada mejor que ser un hombre y que te gusta ser un hombre. Pruébelo, dejarán de ser la burla o el tema de la moda de la colonia."
10395,MENTION MENTION O sea literal si se siguen sacando orientaciones y cosas raras de orto voy a salir a agredir maricones por la calle,0,0,1,0,0,4.4,"Mencionar mencionando o literal si continúan sacando orientaciones y cosas extrañas de Ortho, saldré a atacar a los maricones por la calle"
12686,"Los Mojinos que siempre fueron unos adelantados ya hicieron un tema dedicado a la Ley trans.
URL
Queremos ser, queremos ser
Burbujitas del anuncio de Freixenet
🎶",0,0,1,0,0,2.2,"Los mojinos que siempre fueron avanzados ya hacían un tema dedicado a la ley trans.
Url
Queremos ser, queremos ser
Burbujas de anuncio de Freixenet
🎶"
17628,"Soy agnóstico. Ya he firmado.
¡El MENTION ha organizado un taller de travestismo para niños desde 6 años!

Esto es corrupción de menores y adoctrinamiento.

FIRMA y pide a la Fiscalía que cancele este taller: URL",0,0,1,0,0,3.6,"Yo soy agnóstico. Ya lo he firmado.
¡La mención ha organizado un taller de transvestismo para niños de 6 años!

Esta es la corrupción de menores y adoctrinamiento.

Firma y le pide a la fiscalía que cancele este taller: URL"
8225,"No comprendo. Si eres hombre, y te gustan los hombres a los que también les gustan los hombres, ¿por qué el empeño en dejar de verte masculino? Tú no eres una mujer, y pareciendo mujer no conseguirás lo que quieres. Que la homosexualidad no te quite la masculinidad.",0,0,1,0,0,3.0,"No entiendo. Si eres un hombre y te gustan los hombres que también les gustan los hombres, ¿por qué el esfuerzo por dejar de verte hombre? No eres una mujer, y pareciendo una mujer, no obtendrás lo que quieres. Esa homosexualidad no le quita la masculinidad."
5167,Thank god he's straight because I'd be embarrassed to hear this sort of nonsense coming from a gay man. URL,0,0,1,0,0,2.4,"Gracias a Dios, él está heterosexual, estaría grabado al escuchar este tipo de nanse proveniente de un hombre gay. Url"
40144,"Entiendan muchachos, la Iglesia no rechaza a los homosexuales. Hay muchos dentro de las parroquias, y estos mismos son (somos) gente que vive en castidad y son los más férreos opositores a las ideas LGB6.",0,0,1,0,0,3.0,"Comprender a los niños, la iglesia no rechaza a los homosexuales. Hay muchos dentro de las parroquias, y estas son (somos) personas que viven en castidad y son los oponentes más fuertes de las ideas LGB6."
12041,MENTION Salidas con mujeres? Seguro q no con travestis?,0,0,1,0,0,3.4,Mencionar salidas con mujeres? ¿Seguro que no con travestis?
41734,MENTION Los únicos que han defendido la homosexualidad a lo largo de la historia han sido los serpientos. Derecho a la libertad individual.,0,0,1,0,0,2.2,Mencione que los únicos que han defendido la homosexualidad a lo largo de la historia han sido la seropía. Derecho a la libertad individual.
30,"En este capítulo, que se transmitió en el Canal 5 de la televisión británica, Peppa conoció a las madres lesbianas de una amiga suya, Penny Polar Bear, desatando así una nueva polémica 
 conlosniñosno  
 Los Ninos Merecen   programas sin  ideology   basura!

URL",0,0,1,0,0,2.2,"En este capítulo, que se transmitió en el Canal 5 de la televisión británica, Peppa conoció a las madres lésbicas de un amigo suyo, Penny Polar Bear, desatando así una nueva controversia
 Con los nueve
 ¡Los niños merecen programas sin ideología de basura!

Url"
18857,"MENTION Quien dice que shippear lesbianas no sea avanzar en la vida??? Digo, más cerca de conseguir tu objetivo estás",0,0,1,0,0,2.2,"Mencione ¿quién dice que las lesbianas de Shippear no avanzan en la vida? Yo digo, más cerca de lograr tu objetivo eres"
20937,"Un sbnrml habitual de instagram ha publicado un post sobre lo de Mbappe y el avión relacionándolo... (suenan tambores) ¡a la masculinidad!

Que los hombres no nos preocupamos de las cosas para que no digan que somos gays.

Internet no falla un día a la cita.",0,0,1,0,0,2.8,"¡Un sbnrml habitual de Instagram ha publicado una publicación sobre Mbappe y el avión que lo relaciona ... (Sound de batería) con la masculinidad!

Que a los hombres no les importan las cosas, por lo que no dicen que somos gays.

Internet no falla ningún día a la cita."
27799,"Es verdad que muchos de los estudiantes brillantes son homosexuales, pero es una lástima que pocos podamos ostentar el título de sobresalientes. Muchos de los que cargan la insignia de colores junto a su nombre de twitter están a un paso de rebuznar y comer rastrojo. URL",0,0,1,0,0,2.8,"Es cierto que muchos de los brillantes estudiantes son homosexuales, pero es una pena que pocos puedan tener el título de sobresaliente. Muchos de los que llevan la insignia de color al lado de su nombre de Twitter están a un paso de la reconstrucción y la comida. Url"
41464,"Yo no soy homófobo, porque la fobia es miedo y el miedo es de maricones. HASHTAG   HASHTAG   HASHTAG    Risas  ",0,0,1,0,0,3.6,"No soy un homófobo, porque la fobia es el miedo y el miedo es de los maricones. Hashtag hashtag hashtag se ríe"
29582,"MENTION MENTION MENTION Bajo mi experiencia las personas no binarias que he conocido tiran a un extremo (solo he conocido personas que nacieron hombres) tiran a ser más femeninas maquillarse, usar vestidos y nada de sacar músculo Y es raro si la ropa no define lo que eres ¿Por que  moldear el cuerpo si?",0,0,1,0,0,3.0,"Mencione mencionar bajo mi experiencia la gente no binaria que he conocido lanzando a un extremo (solo he conocido a las personas que nacieron hombres) tirarán más maquillaje femenino, usarán vestidos y nada para obtener músculo y es raro si la ropa No defina de qué se trata de moldear el cuerpo si?"
41223," First Dates 26 o  
Son dos chicos que buscan chico pero van vestidos de chica porque le gustan los chicos pero al ser dos chicas no se atraen porque entonces serían lesbianas y no lo son URL",0,0,1,0,0,3.8," Primeras fechas 26 o
Son dos niños que buscan un niño pero están vestidos como una niña porque les gustan los niños, pero ser dos niñas no atraen porque entonces serían lesbianas y no son URL"
1964,Esta excrecencia se manifiestan cuando le escriben maricon en el culo  aún gay. Ahhh q era mentira y reunión por delito de odio . Gentuza URL,0,0,1,0,0,3.0,Esta excreción se manifiesta cuando Maricon escribe en su trasero todavía gay. Ahhh Q fue una mentira y una reunión para el crimen de odio. Url gentuza
36266,Este día del padre dale a tu papá un poco de cirugía para reafirmar su género. URL,0,0,1,0,0,2.6,Este Día del Padre le da a tu padre una pequeña cirugía para reafirmar su género. Url
14220,"“Me pelaron toda la verga”. 

-Lia Thomas (transgénero) “campeona” en natación femenina. URL",0,0,1,0,0,3.0,"""Toda la polla me orinó"".

-La Thomas (transgénero) ""Campeón"" en natación femenina. Url"
33832,MENTION Yo soy semibisexual de género fluido que no fluye. También llamado lesbiano.,0,0,1,0,0,2.4,Mencione que soy un semiSistema de género fluido que no fluye. También llamado lesbiana.
566,"Yo no soy homófobo, fobia significa miedo y yo no tengo miedo a los maricones.",0,0,1,0,0,3.6,"No soy un homófobo, la fobia significa miedo y no le tengo miedo a los maricones."
15781,Lo tuyo si q no tiene cura . Di abiertamente q eres gay  q no pasa nada . 🏳️‍🌈 URL,0,0,1,0,0,3.4,Tuyo si no tienes cura. Diga abiertamente que eres gay que no pasa nada. 🏳️‍🌈 URL
28948,"MENTION MENTION MENTION MENTION MENTION Man, ese gil es colorado😂 se va a dejar romper el culo también por cualquier correligionario😂",0,0,1,0,0,2.4,"Mencione mencione Mount Man, que a Gil es a Colorado😂 se le permitirá romper el culo también para cualquier co -reeligionista😂"
31918,"Los niños y niñas son los hombres y mujeres del mañana, si nacen pocos y a los que nacen les crean problemas, comeduras de cabeza innecesarias, les hacen pensar que ser como su papá blanco y heterosexual es antiguo e incluso nocivo, ¿qué sociedad tendremos mañana?

Lo veremos.",0,0,1,0,0,2.4,"Los niños son los hombres y mujeres del mañana, si nacen pocos y los que nacen crean problemas innecesarios, hacen que piensen que ser como su padre blanco y heterosexual es viejo e incluso dañino, ¿qué sociedad tendremos mañana?

Ya lo veremos."
15169,"No hay nada mas gay que un grupo de hombres ""heterosexuales""",0,0,1,0,0,2.0,"No hay nada más gay que un grupo de hombres ""heterosexuales"""
12442,"MENTION Eso no está permitido, es un abuso y debemos denunciarlo. Pero ¿sabes qué me da gusto? Siempre que se ven cosas así son sacerdotes y lesbianas ya viejanos, gente que pronto se irá, mientras que entre los sacerdotes jóvenes hay cada vez más gusto por lo tradicional.",0,0,1,0,0,2.2,"No se permite la mención, es un abuso y debemos denunciarlo. ¿Pero sabes lo que está complacido? Cada vez que ven cosas como esa ya son sacerdotes y lesbianas ya viejas, personas que pronto se irán, mientras que entre los jóvenes sacerdotes hay más y más gustos por lo tradicional."
16211,"Como he dicho, a un niño es muy fácil sembrarle una duda y más cuando desde todos los medios te dicen que ser gay es muy guay.

Recuerdo un programa de tv en el que un niño dijo en ""directo"" (era grabado) a su madre que era gay, y todos le aplaudieron como si hubiera ganado algo.",0,0,1,0,0,3.0,"Como dije, un niño es muy fácil de sembrar una duda y más cuando de todos los medios te dice que ser gay es muy bueno.

Recuerdo un programa de televisión en el que un niño dijo en ""directo"" (fue grabado) a su madre que era gay, y todos lo aplaudieron como si hubiera ganado algo."
10562,"MENTION tú si no fueses gay no trabajarías en la tele y lo sabes, porque eres un petardo.
es que la homofobia es muy mala",0,0,1,0,0,3.4,"Eso sí, si no fueras gay, no trabajarías en la televisión y lo sabes, porque eres un petardo.
es que la homofobia es muy mala"
22685,Eran gays o putos pederastas que les ponía un niño con rasgos femeninos? URL,0,0,1,0,0,3.8,¿Fueron gays o putos pedófilos que un niño los puso con características femeninas? Url
12869,MENTION Originally they were just gonna hug each other but then they decided that was too gay.,0,0,1,0,0,2.6,"Originalmente se iban a abrazar, pero decidieron que era demasiado gay."
9132,"No nos “odiamos” por cierta asignación, sino por no poder ser nosotres mismes. 
Todas las personas tenemos derecho a expresar nuestra identidad y vivir cómodas con nuestro ser.
Somos seres con capacidad de construirse a sí mismes, transitar, ir y venir en la vida.
(2/3)",0,0,1,0,0,1.2,"No ""odiamos"" por una cierta tarea, sino por no poder serlo.
Todas las personas tienen derecho a expresar nuestra identidad y vivir cómodos con nuestro ser.
Somos seres con la capacidad de construir desechos, viajar, venir y entrar en la vida.
(23)"
32125,"No me opongo a sus fantasías, sino a que con el dinero público se financien las apetencias de cualquier transtornado. URL",0,0,1,0,0,3.8,"No me opongo a sus fantasías, sino que con dinero público se financia el deseo de cualquier tráfico. Url"
230,La mayoría de los que hacen hiperpop son gays,0,0,1,0,0,2.4,La mayoría de los que hacen Hyperpop son gays
